,,error_angle_mean,error_angle_median,error_angle_25,error_angle_75,error_angle_95,error_angle_std,error_angle_S2,error_vgp_scatter,n_tot,N,n0,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers,total_simulations
123,0,3.81712487404602,3.5935892559609286,2.279608004488761,5.045318628944596,7.554840046434782,2.0084307702594013,18.603429704153832,3.4537293151864468,105,21,5,20,30.0,0.0,0.4,G,,True,5000
124,0,10.101302710095196,9.433586078098777,6.0252363396740485,13.330616325915848,20.09456799410234,5.459398714651827,131.83538975965348,12.321304665117847,5,5,1,20,30.0,0.0,0.0,G,,False,5000
125,0,2.6625624708582647,2.48818631397571,1.5806474251436136,3.552513104500207,5.176566506968054,1.4059353946456699,9.065497914273559,3.7804721071299663,300,60,5,20,30.0,0.0,0.6000000000000001,G,,True,5000
126,0,5.4429686181120225,5.02271911602184,3.2053804612958103,7.201293412004073,11.01345649019878,2.9733389732065447,38.46488387841132,57.92739515567386,185,185,1,20,30.0,0.0,0.5,G,,False,5000
127,0,4.056796945919944,3.7672184115959055,2.4028782928769914,5.396800043916876,8.09987677722933,2.208747790497754,21.335192549093698,44.079971067966575,135,135,1,20,30.0,0.0,0.30000000000000004,G,,False,5000
128,0,3.7060442763840618,3.4599466623817463,2.225010534544893,4.935588539024426,7.319196994438044,1.9840866044743806,17.67057651264293,4.2864516372648005,145,29,5,20,30.0,0.0,0.6000000000000001,G,,True,5000
129,0,3.6258538937184754,3.3679988092165303,2.201560553717755,4.829353975726711,7.114730964648147,1.9157879663842425,16.81632594202967,2.774057180464946,90,18,5,20,30.0,0.0,0.1,G,,True,5000
130,0,3.6141138998032525,3.368132485445429,2.161091186429296,4.796780426621112,7.063136936482431,1.9306630605589412,16.78853364218721,4.216387338433476,150,30,5,20,30.0,0.0,0.6000000000000001,G,,True,5000
131,0,2.5824273724446454,2.459300492354842,1.5869530083432437,3.4158919754702026,4.971361713247226,1.3250245344496532,8.424270012841497,25.459138318962705,160,160,1,20,30.0,0.0,0.1,G,,False,5000
132,0,33.17789789914559,26.483410035121135,15.85433855669207,42.62671462995141,86.62398389360155,25.428039183904456,1747.2287687089622,61.16483976518616,10,10,1,20,30.0,0.0,0.6000000000000001,G,,False,5000
